termCode,termExtendedName,termScopeNote
A0EPB,Vinegar (as part-nature),Acidic product obtained by acetic fermentation of wine or other fermented alcoholic sources
A0EPC,Relishes (as part-nature),"A relish is a cooked, pickled, or chopped vegetable or fruit food item typically used as a condiment in particular to enhance a staple."
A0EPD,Pickles (as part-nature),"Sauces made of pickled vegetables, with spices and similar"
A0EPE,Tomato ketchups (as part-nature),"Sweet-sour, sometimes spicy tomato sauce"
A0EPF,Sauces from fermented/hydrolised sources and similar (as part-nature),"Dark, generally liquid sauces, like soya sauce, obtained from fermented food materials, like soy and fish"
A0EPG,BBQ-type sauces (as part-nature),"Sauces of generally brown acidic aspect, used for flavouring grilled or griddled meat"
A0EPH,Mustard-type sauces (as part-nature),Different condiments based on mustard seeds
A0EPJ,Brown cooked sauces (as part-nature),Sauces obtained from the cooked juice of meat and vegetables
A0EPK,White sauces (as part-nature),Sauces based on a a roux of butter and flour cooked in milk. The basic white sauce is bechamel
A0EPL,Tomato-based cooking sauces (as part-nature),"Sauces based on tomatoes and other taste ingredients, used to flavour cooked pasta and similar"
A0EPM,Emulsified sauces (as part-nature),"Sauces based on emulsion of eggs and other ingredients, like Hollandaise, Mayonnaise, Bernaise."
A0EPN,Salad dressing (as part-nature),Liquid or semi-liquid products used to top salads
A0EPP,Herbs/spices sauces (as part-nature),"Sauces obtained from mixtures of comminuted herbs and spices, with eventually other vegetables"
A0EPQ,Bakery products (as part-nature),The group of generally cereal-based baked products
A0EPR,Sandwich bread (as part-nature),Special bread with additives intended for the preparation of sandwiches e.g. in catering
A0EPS,Bread products (as part-nature),Different products obtained from bread and used for preparing composite foods
A0EPT,Chips/crisps (as part-nature),"Thin-fried slices of potatoes or similar, used as snack"
A0EPV,Puffs/curls-type extruded snack (as part-nature),Extruded-cooked snacks based on cereals and-or potatoes
A0EPX,Fries (finger chips) (as part-nature),Fried sticks of potatoes or similar vegetables obtained by cutting (or forming from dough) finger like pieces and frying them
A0EPY,Sucrose (as part-nature),"Sucrose is a sugar, the organic compound commonly known as table sugar, cane sugar, beet sugar or, usually, just sugar. Saccharose is an obsolete name for sugars in general, especially sucrose"
A0EPZ,Fructose (as part-nature),"Fructose, or fruit sugar, is a simple ketonic monosaccharide found in many plants, where it is often bonded to glucose to form the disaccharide sucrose. It is one of the three dietary monosaccharides, along with glucose and galactose, that are absorbed directly into the bloodstream during digestion"
A0EQA,Isolated proteins and other protein products (as part-nature),"Proteins ad different grades of purity, isolated from their natural source"
A0EQB,Ingredients for food fortification/enrichment (as part-nature),Isolated or separated dietary components used for fortification or enrichment of foods
A0EQC,Chemical elements (as part-nature),Chemical elements used for enrichment or fortification of food
A0EQF,Dairy snacks (as part-nature),Fresh snacks where the major part is a milk product. Examples are the Milch slice and the fresh cheese snacks
A0EQG,"Rice-based dishes dry, to be cooked (as part-nature)",Rice based dishes ready to be added with water and cooked
A0EQH,Soups dry or concentrated preparations (as part-nature),Preparates for soups in dried form or in concentrated form
A0EQJ,Pasta-based dishes dry or uncooked (as part-nature),Pasta dishes ready to be added with water and cooked
A0EQK,Savoury pies and tarts (as part-nature),"Group joining savoury pies and tarts, like quiche, erbazzone etc."
A0EQT,Omega-3 fatty acids (as part-nature),Omega-3 fatty acids (also called ω-3 fatty acids or n-3 fatty acids are polyunsaturated fatty acids (PUFAs) with a double bond (C=C) at the third carbon atom from the end of the carbon chain.
A0ERA,Crackers and breadsticks (as part-nature),"Thin, flat or stick-formed leavened but dried type of bread. Crackers look like light biscuits and are generally brittle."
A0ERC,Cakes (as part-nature),Bakery products (mainly in lareger form) based on genoise dough/batter
A0ERD,Pre-mixes (dry) for baked products (as part-nature),Pre-mixes in dry form for the preparation of baked products (particularly at home)
A0ERF,Vegetables-based cooked sauce (as part-nature),"Cooked sauces based on vegetables, including mushrooms. Tomato-based cooked sauces are in a separate group."
A0ERH,Omega-6 fatty acids (as part-nature),"Omega-6 fatty acids (also referred to as ω-6 fatty acids or n-6 fatty acids) are a family of polyunsaturated fatty acids that have in common a final carbon-carbon double bond in the n-6 position, that is, the sixth bond, counting from the methyl end."
A0ERJ,Phytosterols (as part-nature),"Phytosterols, which encompass plant sterols and stanols, are steroid compounds similar to cholesterol which occur in plants and vary only in carbon side chains and/or presence or absence of a double bond"
A0ERK,Carotenoids (as part-nature),"Carotenoids are organic pigments that are found in the chloroplasts and chromoplasts of plants and some other photosynthetic organisms, including some bacteria and some fungi"
A0ERL,Polyphenols (as part-nature),"Structural class of mainly natural, but also synthetic or semisynthetic, organic chemicals characterized by the presence of large multiples of phenol structural units"
A0ERM,Enzymes for fortification (as part-nature),Enzymes with biological roles used in fortification of food
A0ERP,Live plants for sugar (as part-nature),Live plants mainly used for sugar production
A0ERQ,Canned/jarred vegetables (as part-nature),"Plant commodities used as vegetables, canned or jarred (as preserves or semi-preserves). In case of semi-preserves, the process descriptor A066E Semi-preserved (unspecified method) should be indicated in the relevant product. Otherwise the product is intended by default to be fully preserved (e.g. retorting)"
A0ERR,Processed or preserved vegetables and similar (as part-nature),"Plant commodities usualy consumed as vegetables that have been processed for preservation or for generating food products of different nature.Included are also mushrooms, algae, mosses and lichens. The main processes considered here are canned, salted, candied, dried fermented and pickled."
A0ERS,Fruit / vegetable compotes (as part-nature),"Preparations of fruit made of whole or pieces of fruit in sugar syrup. Whole fruits are cooked in water with sugar and spices. The syrup may be seasoned with vanilla, lemon or orange peel, cinnamon sticks or powder, cloves, ground almonds, grated coconut, candied fruit, or raisins. Similar products may also be prepared with some vegetables."
A0ERT,Canned legumes (as part-nature),"Legume seeds, canned or jarred (as preserves or semi-preserves). In case of semi-preserves, the process descriptor A066E Semi-preserved (unspecified method) should be indicated in the relevant product. Otherwise the product is intended by default to be fully preserved (e.g. retorting)"
A0ERV,Dried legumes (pulses) and their flours (as part-nature),"Legume seeds, preserved by drying. The term also covers the flours produced by milling the dried seeds"
A0ERX,Roots and other underground parts used as vegetables (as part-nature),Roots that are usually used as vegetables (when the starch content is limited)
A0ERY,Roots used for infusions or hot drinks (as part-nature),Roots that are usually used as infusion materials.
A0ERZ,Eyeball (as part-nature),Eyeball used as non-food matrix for analyses
A0ESA,Roots used as sugar source (as part-nature),Roots used normally as starting material for the production of sugar
A0ESB,Caffeine (as part-nature),Caffeine
A0ESC,Special fatty acids (as part-nature),Special fatty acids used as fortifying agents
A0ESD,Galactose (as part-nature),Galactose
A0ESE,Feather (as part-nature),Feather used as non-food matrix for analyses
A0ESF,Wool (as part-nature),Wool used as non-food matrix for analyses
A0ESG,Tissues juice (as part-nature),Tissues juice used as non-food matrix for analyses
A0ESH,Sand-related (as part-nature),"Sand related to breeding evironment, used as non-food matrix for analyses"
A0ESJ,Retina (as part-nature),Retina used as non-food matrix for analyses
A0ESK,Pollen-related (as part-nature),"Pollen related to insects, used as non-food matrix for analyses"
A0ESN,Injection site (as part-nature),Injection site used as non-food matrix for analyses
A0ESP,Hair (as part-nature),Hair used as non-food matrix for analyses
A0ETJ,Spices or infusion materials of miscellaneous origin (as part-nature),Spices or infusion materials from more parts of a plant or from parts not listed in other natures
A0EVB,Fruit in vinegar or brine (marinated) (as part-nature),"The group includes any type of Fruit in vinegar or brine, or similarly marinated fruit"
A0EVC,Fermented fruit products (as part-nature),The group includes any type of Fermented fruit products
A0EYA,Fruit in alcohol or similar (as part-nature),Fruit preserved ion alcoholic media
A0EYB,Fruit fillings for pastries (as part-nature),Fruit preparations for fillings and/or flavouring of other food products
A0EYC,Blended fats including shortening (as part-nature),Vegetable fat compositions that are solid at room temperature and suitable for preparation of pastries
A0EYD,"Derivatives of coffee, cocoa, tea and similar RPCs (as part-nature)","Ingredients based on coffee, cocoa and tea and their imitates"
A0EYJ,Live anellids (as part-nature),Earthworms and similar
A0EYK,Anellids meat (as part-nature),Meat of anellids (like earthworms and related species)
A0EZF,Cereal grains and similar and primary derivatives thereof,"The category covers all cereals and cereal-like grains, including derivatives and cereal-based products. So, this category contains the raw commodities as well as the primary derivatives of them, like flours, semolina, germ and bran. Moreover, products mainly obtained from cereals and cereal-like grains are included, regardless if they are simple composites, like bread, breakfast cereals and pasta, or complex composites, like filled fine bakery products. The latter are included because of their perceived nature according to tradition.£https://en.wikipedia.org/wiki/Cereal£https://www.google.co.uk/search?tbm=isch&q=Cereal+grains"
A0EZG,Legume seeds and primary derivatives thereof,The category covers all seeds of the Legume plants and their primary derivatives. Unripe legumes eaten as greens are included in the group of garden vegetables.£https://en.wikipedia.org/wiki/Legume£https://www.google.co.uk/search?tbm=isch&q=Legume+seeds
A0EZH,Nuts and primary derivatives thereof,"The category covers all types of Nuts and their primary derivatives (like puree, flour).£https://en.wikipedia.org/wiki/List_of_culinary_nuts£https://www.google.co.uk/search?tbm=isch&q=Nuts food"
A0EZK,Dried herbs (as part-nature),"Herbs that are normally found in fresh from, when dried"
A0EZL,"Processed or preserved herbs, spices or similar (as part-nature)","Herbs, spices or infusion materials processed (mainly for preservation) with respect to the form normally available. In the case of spices, that are produced in other countries and are imported already in dry form, these are in the spices groups and are for the time being assumed to be dry."
A0EZN,Fruit and primary derivatives thereof,"The category covers all fruits and primary derivatives of fruits. Juices and spreads are in separate categories, since they are a cross category between fruit and vegetables£https://en.wikipedia.org/wiki/Fruit£https://www.google.co.uk/search?tbm=isch&q=Fruit"
A0EZP,"Fruit/vegetables/plant drinks, spreads and related products","The category covers all Juices or nectars from fruit and/or vegetables, Jams and other spreads, and related materials, such as concentrates and powders£https://www.google.co.uk/search?tbm=isch&q=Fruit and vegetables drinks and spreads"
A0EZQ,Seafood and products thereof,The category covers all Meat food from seafood (with the exclusion of fish) and products derived from the seafood meat commodities£https://en.wikipedia.org/wiki/Shellfish£https://www.google.co.uk/search?tbm=isch&q=shellfish and shellfish products -fish
A0EZR,Fish meat and products thereof,The category covers all type of meat from fish and products derived from the fish meat commodities£https://en.wikipedia.org/wiki/Fish_as_food£https://www.google.co.uk/search?tbm=isch&q=Fish and fish products
A0EZS,Mammals and birds meat and products thereof,The category covers all meat food from mammals and birds and products derived from meat commodities£https://en.wikipedia.org/wiki/meat£https://www.google.co.uk/search?tbm=isch&q=meat and meat products
A0EZV,Cereal dough-based products,"The category covers any type of Composite products based on cereal flours and doughs, such as pasta, fine bakery wares, bread and related doughs£https://www.google.co.uk/search?tbm=isch&q=dough products"
A0EZY,Hot/piquant/spicy,strong flavour like in horseradish or chili
A0EZZ,Semi-refined,"Status between the (e.g. wholemeal), not refined products and the refined status"
A0F0A,Deodorization,Treatment to remove unwanted components with an undesirable smell
A0F0C,Aromatic herbs (leaves and other minor parts) (as part-nature),"Leaves with particularly intense smell or taste, mainly used to provide specific taste notes to other foods. In the case of small plants, the leaves are together with small stems and flowers. Due to the aromatic properties, some of these plants are used also as infusion materials"
A0F0D,Aromatic flowers (as part-nature),"Flowers with particularly intense smell or taste, mainly used to provide specific taste notes to other foods."
A0F0E,Seed spices (as part-nature),"Leaves with particularly intense smell or taste, mainly used to provide specific taste notes to other foods."
A0F0F,Root spices (as part-nature),"Roots principally used as flavouring material for food, due to the intense and specific flavour or taste note. They are often used in dried form."
A0F0G,Flowers used as spices or similar (as part-nature),Flowers or parts of flowers used to provide taste (and eventual other properties) to food and/or drink
A0F0K,Ingredients for hot drinks and infusions,The category covers all types of ingredients (commodities or composites) used for making hot drinks and infusions.£https://www.google.co.uk/search?tbm=isch&q=Ingredients for hot drinks and infusions
A0F0Q,Drink pre-mixes (as part-nature),Preparations in dry or concentrate form for preparing soft drinks and similar
A0F0R,Maltose (as part-nature),Maltose as pure disaccharide
A0F0S,Other ingredients,"Chemical, synthetic or highly purified ingredients"
A0F0X,Fermented/pickled/marinated vegetables (as part-nature),"Plant commodities used as vegetables, subject to fermentation, to preserve and enhance the flavour or other properties or marinated with acidic and or spiced media. Typical examples are some fruiting vegetables in vinegar with herbs and spices, or sauerkraut."
A0F0Y,Feed-related (as part-nature),Facet descriptor covering Feed (as part-nature)
A0F1B,Visceral fat (as part-nature),"Visceral fat, like loin fat used for the preparation of tallow"
A0F1F,Caul fat (as part-nature),"Membranous fat, resembling a net coming from the area of the small intestine and used to cook lean meat"
A0F1K,Only external layer/rind/casing,When the part analysed is only the external layer/rind/casing
A0F1L,W/o external layer/rind/casing (only internal part),"When the part consumed/analysed is only the internal part of the product, discarding the rind or casing or external layer"
A0F1P,Part consumed-analysed for raw commodities of plant origin,Descriptors for part consumed-analysed specifically applicable to plant raw commodities
A0F1Q,Part consumed-analysed for food in general,Descriptors of part consumed-analysed applicable to food in general
A0F1R,With external layer/rind/casing,"Analysis or consumption of the whole, including the external layer/rind/casing"
A0F1S,With surrounding medium,When the analysis or consumption includes the surrounding medium
A0F2C,Processed on the place of capture or harvesting,For commodities processed directly when captured (e.g. ship for fish) or on the place of harvesting (for plant commodities)
A0F2D,Tray,"When a food is on a tray, whether of plastic or foam or cardboard or laminated., possibly covered or not."
A0F2L,Edible casings (as part-nature),"Casings made of material that may be intentionally or unintentionlly eaten, made of digestible material."
A0F2M,Head (as part-nature),"Head of the animal, or relevant part of it"
A0F2N,Brining,"Treatment with a salt brine (for preservation, with additional structural effects)"
A0F2P,Colour-related info,"Information related to colour notes, normally making the difference between similar products but with similar but not identical characteristics"
A0F2Q,Green,"Green is a color on the spectrum of visible light, located between blue and yellow. It is evoked by light with a predominant wavelength of roughly 495–570 nm"
A0F2R,White,"White is the color of fresh snow and milk, the color produced by the combination of all the colors of the visible spectrum."
A0F2S,Red,Red is the color at the end of the visible spectrum next to orange and at the opposite end from violet
A0F2V,Only surrounding medium,When the analysis or consumption only refers to the surrounding medium
A0F2X,W/o surrounding medium,When the analysis or consumption does not include the surrounding medium
A0F2Y,Dark,Low colour luminosity
A0F2Z,Pale/light colour,High colour luminosity with low saturation
A0F3B,Intended to be toasted,For food (e.g. bread slices) intended to be toasted before consumption
A0F3C,Intended for use as hot drink creamer/whitener,"Dairy liquid product marketed for addition to hot drinks, like coffee, as creamer/whitener"
A0F3E,Vegetable puree or paste (as part-nature),"Product obtained from vegetables, that have been ground, pressed, blended, and/or sieved (mashed) to the consistency of a soft creamy paste or thick liquid. Cooking may be or not a step in the preparation of purees."
A0F4J,Bacillariaceae (as organism),Live organisms of the taxonomic family Bacillariaceae.£https://en.wikipedia.org/wiki/Bacillariaceae
A0F4K,Nitzschia palea (as organism),Live organisms of the taxonomic species Nitschia palea.£https://en.wikipedia.org/wiki/Nitzschia
A0F4T,Including visible fat,The product is consumed or analysed including the visible fat part
A0F4V,Excluding visible fat,The product is consumed or analysed after discarding the visible fat part
A0F5F,Roots and other underground parts used as staple food (as part-nature),"Roots that are usually used as staple food (when the starch content is high, like in potato)"
A0F5G,Semi-ripe,"The food product has reached a limited degree of development and ripeness, account being taken of criteria proper to the variety/food item, the time of picking and the growing area (for fruit or vegetables) or the degree of possible ripening (for ripened foods)."
A0F5H,Yellow,"Yellow is the color of gold, butter, and ripe lemons. In the spectrum of visible light, and in the traditional color wheel used by painters, yellow is found between green and orange. It is a primary color in subtractive color."
A0F5J,Orange,"Orange is the colour of saffron, carrots, pumpkins and apricots. It is between red and yellow on the spectrum of light, and in the traditional colour wheel used by painters. Its name is derived from the orange fruit"
A0F5K,Brown,"Brown is the color of dark wood or rich soil. It is a composite color; in printing or painting, it is made by combining red, black and yellow, or red, yellow and blue"
A0F5Y,Fortification-related info,Information related to the addition or not of fortifying substances
A0F6C,Fortified,Fortifying agents have been added
A0F6D,Not fortified,No fortifying agent has been added to the product (this descriptor does not refer to the natural content)
A0F7G,Naturally occurring freshwater,Freshwater (thus excluding sea- and brackish water) as it occurs in the environment
A0F7H,"Stillwater (ponds, lakes, swamps etc)",Still water is surface liquid water not running
A0F7J,"Running water (rivers, streams etc)",Running water is water flowing on the surface
A0F7K,Groundwater,Water flowing or stocked underground
A0F7L,Freshwater for animal farming,Naturally occurring freshwater captured and used for animal farming activities
A0F7M,Acquaculture water,Water trapped for acquaculture activities
A0F7N,Watering place for animals,The open container where the farmed animal go to drink
A0F7P,Only peel,When only the peel of the fruit or similar is consumed or analysed
A0F7Q,Only skin,"When for the purpose of the analysis, only skin from a food product (mainly animal-) is used"
A0F7S,Table-top sweeteners (as part-nature),Composition of artificial sweeteners for direct use by the consumers in everyday's life. Other ingredients may be included.
A0F7Y,Porridge (in dry form) (as part-nature),"Porridge powder or similar dried forms, to be diluted with milk or water"
A0F7Z,Processed tomato products (as part-nature),"Preserved products based on tomato (normally used as ingredients for different dishes), very often canned/jarred or in other closed packages, like tubes, flexible formed packages etc."
A0FAC,Sea-squirts and other tunicates (as part-nature),Ascidiacaea class and similar tunicates
A0FAD,Sea urchins and other echinoderms (as part-nature),"Echinoderms are the marine animals of the Phylum Echinodermata including starfish, sea urchins, sand dollars, sea cucumbers and sea lilies or ""stone lilies"". The adults are recognizable by their radial symmetry."
A0FAE,Jellyfishes and similar (as part-nature),Jellyfish or jellies are the major non-polyp form of individuals of the phylum Cnidaria. They are typified as free-swimming marine animals consisting of a gelatinous umbrella-shaped bell and trailing tentacles
A163R,Food additive classes (1333/2008),Classes defined in the Reg. 1333/2008 for food additives
A163S,Microbiological criteria - classes (2073/2005),Classes defined for the microbiological food safety and process hygiene criteria in EC Regulation No. 2073/2005.
A163T,MC-2.5.2   Unpasteurised fruit and vegetable juices (ready-to-eat),"2.5.2 Unpasteurised fruit and vegetable juices (ready-to-eat), as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A163V,MC-2.5.1   Precut fruit and vegetables (ready-to-eat),"2.5.1 Precut fruit and vegetables (ready-to-eat), as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A163X,MC-2.4.1   Shelled and shucked products of cooked crustaceans and molluscan shellfish,"2.4.1 Shelled and shucked products of cooked crustaceans and molluscan shellfish, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli and Coagulase-positive staphylococci criterion)"
A163Y,MC-2.3.1   Egg products,"2.3.1 Egg products, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae criterion)"
A163Z,MC-2.2.11 Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age,"2.2.11 Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Presumptive Bacillus cereus criterion)"
A164A,MC-2.2.10 Dried follow-on formulae,"2.2.10 Dried follow-on formulae, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae criterion)"
A164B,MC-2.2.9   Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age,"2.2.9 Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae criterion)"
A164C,MC-2.2.8   Ice cream and frozen dairy desserts,"2.2.8 Ice cream and frozen dairy desserts, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae criterion)"
A164D,MC-2.2.7   Milk powder and whey powder,"2.2.7 Milk powder and whey powder, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae and Coagulase-positive staphylococci criterion)"
A164E,MC-2.2.6   Butter and cream made from raw milk or milk that has undergone a lower heat treatment than pasteurisation,"2.2.6 Butter and cream made from raw milk or milk that has undergone a lower heat treatment than pasteurisation, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A164F,MC-2.2.5   Unripened soft cheeses (fresh cheeses) made from milk or whey that has undergone pasteurisation or a stronger heat treatment,"2.2.5 Unripened soft cheeses (fresh cheeses) made from milk or whey that has undergone pasteurisation or a stronger heat treatment, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Coagulase-positive staphylococci criterion)"
A164G,MC-2.2.4   Cheeses made from milk that has undergone a lower heat treatment than pasteurisation and ripened cheeses made from milk or whey that has undergone pasteurisation or a stronger heat treatment,"2.2.4 Cheeses made from milk that has undergone a lower heat treatment than pasteurisation and ripened cheeses made from milk or whey that has undergone pasteurisation or a stronger heat treatment, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Coagulase-positive staphylococci criterion)"
A164H,MC-2.2.3   Cheeses made from raw milk,"2.2.3 Cheeses made from raw milk, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Coagulase-positive staphylococci criterion)"
A164J,MC-2.2.2   Cheeses made from milk or whey that has undergone heat treatment,"2.2.2 Cheeses made from milk or whey that has undergone heat treatment, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A164K,MC-2.2.1   Pasteurised milk and other pasteurised liquid dairy products,"2.2.1 Pasteurised milk and other pasteurised liquid dairy products, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Enterobacteriaceae criterion)"
A164L,MC-2.1.8   Meat preparations,"2.1.8 Meat preparations, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A164M,MC-2.1.7   Mechanically separated meat (MSM),"2.1.7 Mechanically separated meat (MSM), as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Aerobic colony count and Escherichia coli criterion)"
A164N,MC-2.1.6   Minced meat,"2.1.6 Minced meat, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Aerobic colony count and Escherichia coli criterion)"
A164P,MC-2.1.5   Poultry carcases of broilers and turkeys,"2.1.5 Poultry carcases of broilers and turkeys, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A164Q,MC-2.1.4   Carcases of pigs (Salmonella),"2.1.4 Carcases of pigs (Salmonella), as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A164R,"MC-2.1.3   Carcases of cattle, sheep, goats and horses (Salmonella)","2.1.3 Carcases of cattle, sheep, goats and horses (Salmonella), as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A164S,MC-2.1.2   Carcases of pigs,"2.1.2 Carcases of pigs, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Aerobic colony count and Enterobacteriaceae criterion)"
A164T,"MC-2.1.1   Carcases of cattle, sheep, goats and horses","2.1.1 Carcases of cattle, sheep, goats and horses, as defined in Chapter 2.' Process hygiene criteria' of EC Regulation No. 2073/2005 (Aerobic colony count and Enterobacteriaceae criterion)"
A164V,MC-1.29    Sprouts,"1.29 Sprouts, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Shiga toxin producing E. coli (STEC) O157, O26, O111, O103, O145 and O104:H4 criterion)"
A164X,MC-1.28    Fresh poultry meat,"1.28 Fresh poultry meat, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella typhimurium and Salmonella enteritidis criterion)"
A164Y,MC-1.27a  Fish sauce produced by fermentation of fishery products,"1.27a Fish sauce produced by fermentation of fishery products, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Histamine criterion)"
A164Z,"MC-1.27    Fishery products which have undergone enzyme maturation treatment in brine, manufactured from fish species associated with a high amount of histidine","1.27 Fishery products which have undergone enzyme maturation treatment in brine, manufactured from fish species associated with a high amount of histidine, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Histamine criterion)"
A165A,MC-1.26    Fishery products from fish species associated with a high amount of histidine,"1.26 Fishery products from fish species associated with a high amount of histidine, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Histamine criterion)"
A165B,"MC-1.25    Live bivalve molluscs and live echinoderms, tunicates and gastropods","1.25 Live bivalve molluscs and live echinoderms, tunicates and gastropods, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Escherichia coli criterion)"
A165C,MC-1.24    Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age,"1.24 Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Cronobacter spp., Enterobacter sakazakii criterion)"
A165D,MC-1.23    Dried follow-on formulae,"1.23 Dried follow-on formulae, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165E,MC-1.22    Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age,"1.22 Dried infant formulae and dried dietary foods for special medical purposes intended for infants below 6 months of age, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165F,"MC-1.21    Cheeses, milk powder and whey powder, as referred to in the coagulase-positive staphylococci criteria in Chapter 2.2 of this Annex","1.21 Cheeses, milk powder and whey powder, as referred to in the coagulase-positive staphylococci criteria in Chapter 2.2 of this Annex, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Staphylococcal enterotoxins criterion)"
A165G,MC-1.20    Unpasteurised fruit and vegetable juices (ready-to-eat),"1.2 Unpasteurised fruit and vegetable juices (ready-to-eat), as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165H,MC-1.19    Precut fruit and vegetables (ready-to-eat),"1.19 Precut fruit and vegetables (ready-to-eat), as defined in Chapter 1.'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165J,MC-1.18    Sprouted seeds (ready-to-eat),"1.18 Sprouted seeds (ready-to-eat), as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165K,"MC-1.17    Live bivalve molluscs and live echinoderms, tunicates and gastropods","1.17 Live bivalve molluscs and live echinoderms, tunicates and gastropods, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165L,MC-1.16    Cooked crustaceans and molluscan shellfish,"1.16 Cooked crustaceans and molluscan shellfish, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165M,"MC-1.15    Ready-to-eat foods containing raw egg, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk","1.15 Ready-to-eat foods containing raw egg, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165N,"MC-1.14    Egg products, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk","1.14 Egg products, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165P,"MC-1.13    Ice cream, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk","1.13 Ice cream, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165Q,MC-1.12    Milk powder and whey powder,"1.12 Milk powder and whey powder, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165R,"MC-1.11    Cheeses, butter and cream made from raw milk or milk that has undergone a lower heat treatment than pasteurisation","1.11 Cheeses, butter and cream made from raw milk or milk that has undergone a lower heat treatment than pasteurisation, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
