ENFOODNAME,ENFOODNAME_SIMPLE,FACETS,BASETERM_NAME,SCIENTIFIC_NAME,COMMON_NAME
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A1A2M#F02.A0EJX,Buff-bellied Pipit (as animal),Anthus rubescens,American Pipit
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0MNT#F02.A0EJV,Asian pencil halfbeak (as animal),Hyporhamphus intermedius,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0NYY#F02.A0EJV,Amblyopsis (generic) (as animal),Amblyopsis spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0MMQ#F02.A0EJV,Platybelone (generic) (as animal),Platybelone spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0YXC#F02.A0EJQ,Catalina mantis (as animal),Squilla mantoidea,Squille catalina$Galera catalina
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A106K#F02.A0EJR,Bent-beak murex (as animal),Haustellum recurvirostris,Murex scorpion$Busano alacran
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A12FJ#F02.A0EJR,Smittinidae (as animal),Smittinidae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live leafy vegetables (as part-nature) (This nature refers to live leafy vegetables)",part: Live leafy vegetables (as part-nature),A05EL#F02.A0EKL,"Endive, curled (as plant)",Cichorium endivia L. var. crispum Lamarck,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live vegetables for infusions (as part-nature) (This nature refers to live vegetables for infusions)",part: Live vegetables for infusions (as part-nature),A0E5D#F02.A0EKC,Fumitory (as plant),Fumaria officinalis L.$Fumaria officinalis subsp. officinalis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0T5Q#F02.A0EJV,Eleotris (generic) (as animal),Eleotris spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A08K1#F02.A0EJV,Naso (generic) (as animal),Naso spp.,Unicorn Fish
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0R2S#F02.A0EJV,Banded butterflyfish (as animal),Chaetodon striatus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0PZR#F02.A0EJV,Persian cardinalfish (as animal),Cheilodipterus persicus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KXA#F02.A0EJV,Sundoreonectes tiomanensis (as animal),Sundoreonectes tiomanensis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0QCV#F02.A0EJV,Japanese snapper (as animal),Paracaesio caerulea,Vivanette japonaise$Panchote japonés
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Fruits used as fruit (as part-nature) (Fleshy seed-associated structures of a plant that are sweet or sour and edible in the raw state, often eaten at the end of a meal) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Fruits used as fruit (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A01KM#F01.A063V$F02.A0ELC$F27.A01KM$F33.A0C51,White sapotes,Casimiroa edulis La Llave & Lex,Matasano$Mexican-apples
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Pasta-based dishes (cooked) (as part-nature) (Any type of composite dishes based on pasta. Pasta may be of any sort and the sauce or taste ingredients may be of any type) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Cooking and similar thermal preparation processes (Treatment covered in detail by a group of facet descriptors collecting all thermal preparation steps not strictly related to preservation, but related to the way the food is prepared e.g. for consumption.)",part: Pasta-based dishes (cooked) (as part-nature) | process: Cooking and similar thermal preparation processes,A040T#F02.A06GT$F04.A044E$F04.A0F1N$F04.A007E$F28.A0BA1,"Pasta, cooked, with vegetables and cheese/cream",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Feed-related (as part-nature) (Facet descriptor covering Feed (as part-nature)) | targcon (This facet allows recording different consumer classes intended as target for the food item. For laboratory uses when reporting analyses for feed, a list or target animals is also included. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Animal feed (Animal feed)",part: Feed-related (as part-nature) | targcon: Animal feed,A0EHX#F01.A05HX$F02.A0F0Y$F23.A07TV$F27.A0EHX,Soya (beans) (feed),,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Feed-related (as part-nature) (Facet descriptor covering Feed (as part-nature)) | targcon (This facet allows recording different consumer classes intended as target for the food item. For laboratory uses when reporting analyses for feed, a list or target animals is also included. More than one descriptor can be applied to each entry, provided they are not contradicting each other.): Animal feed (Animal feed)",part: Feed-related (as part-nature) | targcon: Animal feed,A0BCE#F02.A0F0Y$F23.A07TV,"Quinoa seed, extracted (feed)",,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0HEJ#F02.A0EJV,Polyipnus indicus (as animal),Polyipnus indicus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A18TY#F02.A0EJX,Herring/ Caspian/ Yellow-legged Gull (as animal),Larus argentatus/cachinnans/michahellis,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0X9A#F02.A0EJV,Orthonopias (generic) (as animal),Orthonopias spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live mammals (as part-nature) (This nature refers to live mammals)",part: Live mammals (as part-nature),A198C#F02.A0EJN,Beech Marten (as animal),Martes fonia,Stone marten$House marten$White breasted marten
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live insects and arachnids (as part-nature) (This nature refers to live insects and arachnids)",part: Live insects and arachnids (as part-nature),A19KZ#F02.A0EJP,Hyalomma anatolicum (as animal),Hyalomma anatolicum,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Dried herbs (as part-nature) (Herbs that are normally found in fresh from, when dried) | process (This facet allows recording different characteristics of the food: preservation treatments a food item underwent, technological steps or treatments applied while producing a food item, the way a food item has been heat treated before consumption and the way a food item has been prepared for final consumption (particularly needed for consumption surveys and includes preparation (like battering or breading) as well as heat treatment steps). More (none contradicting) descriptors can be applied to each entry.): Drying (dehydration) (Transformation of moist food/feed into its solid - dry form due to almost complete subtraction of water) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-12.2.1 Herbs and spices (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Dried herbs (as part-nature) | process: Drying (dehydration) | legis: FA-12.2.1 Herbs and spices,A017E#F02.A0EZK$F27.A00XP$F28.A07KG$F33.A0C2M,"Lavender, dry",Lavandula angustifolia P. Mill.$Lavandula L.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0TMY#F02.A0EJV,Mesogobius (generic) (as animal),Mesogobius spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0N0F#F02.A0EJV,Firebelly grenadier (as animal),Coelorinchus ventrilux,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0JQY#F02.A0EJV,River carpsucker (as animal),Carpiodes carpio,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0RCT#F02.A0EJV,Tilapia rheophila (as animal),Tilapia rheophila,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0KXP#F02.A0EJV,Siluroidei - Freshwater siluroids (generic) (as animal),Siluroidei,Freshwater siluroids nei$Silurides d'eau douce nca$Siluroideos de agua dulce nep
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fruit plants (as part-nature) (This nature refers to live fruit plants)",part: Live fruit plants (as part-nature),A0EAG#F02.A0EKF,Brazilian guava (as plant),Psidium guineense Sw.$Psidium araca Raddi,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0ASR#F02.A0EJR,Butter clams (generic) (as animal),Saxidomus spp.,Butter clams nei$Washington clams
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A143G#F02.A0BA0,Cinnamomum tamala (Buch.-Ham.) T.Nees & Eberm. (as plant),Cinnamomum tamala (Buch.-Ham.) T.Nees & Eberm.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0SJR#F02.A0EJV,Scaly rockcod (as animal),Trematomus loennbergii,Bocasson écailleux$Austrobacalao escamudo
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A100T#F02.A0EJQ,Portly spider crab (as animal),Libinia emarginata,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0RBE#F02.A0EJV,Jack Dempsey (as animal),Cichlasoma octofasciatum,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0JHT#F02.A0EJV,Hemigrammopetersius (generic) (as animal),Hemigrammopetersius spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live birds (as part-nature) (This nature refers to live birds)",part: Live birds (as part-nature),A182P#F02.A0EJX,Barred Warbler (as animal),Curruca nisoria$Sylvia nisoria,European Barred Warbler
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Flowers used as spices or similar (as part-nature) (Flowers or parts of flowers used to provide taste (and eventual other properties) to food and/or drink) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-12.2.1 Herbs and spices (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Flowers used as spices or similar (as part-nature) | legis: FA-12.2.1 Herbs and spices,A01AQ#F01.A05VS$F02.A0F0G$F27.A01AQ$F33.A0C2M,Flower pistil spices,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0LQH#F02.A0EJV,Pseudoplatystoma reticulatum (as animal),Pseudoplatystoma reticulatum,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Aromatic herbs (leaves and other minor parts) (as part-nature) (Leaves with particularly intense smell or taste, mainly used to provide specific taste notes to other foods. In the case of small plants, the leaves are together with small stems and flowers. Due to the aromatic properties, some of these plants are used also as infusion materials) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-04.1 Unprocessed fruit and vegetables (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Aromatic herbs (leaves and other minor parts) (as part-nature) | legis: FA-04.1 Unprocessed fruit and vegetables,A0DFX#F01.A0ECR$F02.A0F0C$F27.A0DFX$F33.A0C51,Stevia,Stevia rebaudiana Bertoni,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants (as part-nature) (The facet descriptor refers to the entire plant including all its parts)",part: Live plants (as part-nature),A143Z#F02.A0BA0,Clematis chinensis Osbeck (as plant),Clematis chinensis Osbeck,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0TTP#F02.A0EJV,Thorogobius rofeni (as animal),Thorogobius rofeni,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Food flavours (as part-nature) (Single chemicals or (predominantly) mixtures of chemicals with characteristic strong flavouring properties, used to provide or enhance the taste of food.)",part: Food flavours (as part-nature),A06QD#F02.A06CD,Leek flavour,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0H6Y#F02.A0EJV,Barrel-eye (as animal),Opisthoproctus soleatus,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Artificial sweeteners (e.g., aspartame, saccharine) (as part-nature) (Molecules providing intensive sweet sensation, used to substitute natural sugars in food formulas)","part: Artificial sweeteners (e.g., aspartame, saccharine) (as part-nature)",A046R#F02.A06CC,Sucralose,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live plants for herbs or flowers (as part-nature) (This nature refers to live plants for herbs or flowers)",part: Live plants for herbs or flowers (as part-nature),A0E6C#F02.A0EKD,Lizard tail (as plant),Houttuynia cordata (Thunb.),
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live molluscs (as part-nature) (This nature refers to live molluscs)",part: Live molluscs (as part-nature),A0AR8#F02.A0EJR,Ocean quahog (as animal),Arctica islandica,Cyprine d'Islande$Almeja de Islandia
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0VXV#F02.A0EJV,Thysanichthys (generic) (as animal),Thysanichthys spp.,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Milk (as part-nature) (Milk is a white liquid produced by the mammary glands of mammals) | legis (This facet allows recording the food additives classes as reported in the legislation in order. Only one descriptor from this facet can be added to each entry.): FA-01.1 Unflavoured pasteurised and sterilised (including UHT) milk (Descriptor from the classification defined in the food additives legislation (Regulation (EC) No 1333/2008))",part: Milk (as part-nature) | legis: FA-01.1 Unflavoured pasteurised and sterilised (including UHT) milk,A02HH#F01.A0F1Y$F02.A06AZ$F27.A02HH$F33.A0C5S,Ovine milk,,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live crustaceans (as part-nature) (This nature refers to live crustaceans)",part: Live crustaceans (as part-nature),A0Z5M#F02.A0EJQ,Pond shrimp (as animal),Palaemonetes antennarius,Bouquet des étangs$Camarón lacustre
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fishes (as part-nature) (This nature refers to live fishes)",part: Live fishes (as part-nature),A0GZQ#F02.A0EJV,Gulf of Carpenteria anchovy (as animal),Stolephorus carpentariae,
"part (This facet describes the nature of the food item or the part of plant or animal it represents. The information brought by this facet is very often implicitly included in the food list groups. The descriptors are hierarchically structured in levels reflecting the natural relationship of terms. The list of descriptors is not designed to systematically include all possible parts or nature, but intends to cover all parts of plant or animal or the different nature types of food referred to in the food list.): Live fruit plants (as part-nature) (This nature refers to live fruit plants)",part: Live fruit plants (as part-nature),A199H#F02.A0EKF,Fox grape (as plant),Vitis labrusca ,American grape$Slip-skin grape 
